Time (s), Acceleration x (m/s^2), Acceleration y (m/s^2), Acceleration z (m/s^2), Angular velocity p (rad/s), Angular velocity q (rad/s), Angular velocity r (rad/s), Magnetic field x (muT), Magnetic field y (muT), Magnetic field z (muT), Roll angle phi (deg), Pitch angle theta (deg), Yaw angle psi (deg), GPS Latitude (DDMM.MMMM), GPS Longiude (DDMM.MMMM), GPS Altitude (cm), GPS Speed (knots), GPS Heading (deg), GPS Number of Satellites
33.070, 0.0000, 0.7061, 11.1404, 0.3798, 0.0890, 0.0901, 16.7273, 17.3636, -25.8163, 3.7485, -1.1827, -49.2882, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.089, 0.3923, 0.7061, 11.5326, 0.3784, 0.1549, 0.1512, 16.7273, 17.3636, -25.8163, 3.5517, -1.9711, -47.9644, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.110, 0.3138, 0.3530, 11.3757, 0.2329, 0.1929, 0.2721, 16.7273, 17.3636, -25.8163, 1.6079, -1.4064, -46.2700, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.135, 0.3923, 0.1961, 10.0812, -0.0790, 0.2518, 0.3384, 16.1818, 16.8182, -25.3061, 1.1146, -2.2279, -44.4771, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.155, 0.3923, 0.2354, 9.3752, -0.1830, 0.3089, 0.3575, 16.1818, 16.8182, -25.3061, 1.4381, -2.3952, -44.7008, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.174, 0.0785, -0.1177, 9.4928, -0.2734, 0.4362, 0.4065, 16.1818, 16.8182, -25.3061, -0.7102, -0.4735, -44.2824, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.200, 0.0392, 0.0392, 10.0812, -0.1715, 0.3294, 0.3265, 16.3636, 16.4545, -24.2857, 1.0891, -0.2178, -46.3913, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.220, -0.1569, 0.0000, 10.0028, -0.0527, 0.0292, 0.2405, 16.3636, 16.4545, -24.2857, -0.4529, 2.0373, -47.7116, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.240, -0.4707, -0.0785, 9.8851, 0.0144, -0.0872, 0.1833, 16.3636, 16.4545, -24.2857, 0.2238, 2.0135, -48.6695, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.259, -0.1961, 0.3138, 9.8459, 0.0602, -0.1933, 0.0316, 16.3636, 16.4545, -24.2857, 3.6914, -0.0000, -51.5946, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.288, 0.0785, 0.7845, 9.5321, -0.0701, -0.1054, 0.0895, 15.3636, 16.3636, -23.9796, 2.5295, -0.4597, -49.5174, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.307, 0.0000, 0.6669, 9.7674, -0.1399, 0.0177, 0.2121, 15.3636, 16.3636, -23.9796, 5.0553, 0.6585, -54.0768, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.327, -0.3530, 1.0983, 10.0812, -0.2075, 0.0026, 0.2624, 15.3636, 16.3636, -23.9796, 4.6355, 2.2039, -56.6637, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.366, -1.7652, 0.1569, 10.5912, -0.0409, -0.0988, 0.2957, 14.6364, 15.6364, -24.1837, 0.8488, 9.4613, -68.7018, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.494, -0.2746, 1.3337, 11.0227, 0.3186, 0.3163, 0.1002, 13.9091, 13.0000, -23.9796, 6.8990, 1.4167, -55.5238, 4216.4790, 7148.4180, 183.70, 0.55, 16.15, 3
33.618, -0.7453, 0.6276, 11.2580, 0.2303, 0.1794, 0.0522, 16.1818, 10.0000, -23.9796, 4.8157, -0.4183, -40.1506, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
33.855, -1.2160, 0.5099, 12.7879, -0.0336, 0.0739, -0.0266, 17.2727, 7.0000, -24.8980, 7.8971, 4.2031, -45.3600, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
33.939, -2.0398, -0.6276, 12.3956, -0.1226, 0.4261, 0.4407, 18.0000, 6.6364, -25.3061, 0.0000, 8.0471, -32.0566, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
33.958, -0.9807, 0.9022, 10.0028, -0.0706, -0.0790, 0.0464, 19.0909, 6.4545, -25.1020, 7.0379, 4.4373, -39.7535, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
33.984, -0.7453, 1.6475, 9.3752, 0.0090, 0.1570, 0.2220, 19.0909, 6.4545, -25.1020, 9.9669, 4.4770, -44.7617, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.003, -1.2553, 0.6669, 11.2188, 0.0564, 0.3317, 0.3537, 19.0909, 6.4545, -25.1020, 3.4017, 6.3730, -35.4614, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.023, -1.4514, 0.3923, 11.8072, 0.1057, 0.3780, 0.4136, 19.9091, 5.4545, -25.3061, 1.9028, 7.0040, -28.0739, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.049, -0.8238, 1.0199, 10.4343, -0.0599, 0.1093, 0.2240, 19.9091, 5.4545, -25.3061, 7.3818, 2.5288, -34.0199, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.068, -0.3923, 1.4514, 9.7674, -0.0956, 0.2133, 0.3036, 19.9091, 5.4545, -25.3061, 8.3856, 2.4826, -35.7909, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.088, -0.5099, 1.4906, 9.8851, -0.1078, 0.2460, 0.3714, 20.9091, 5.0909, -25.3061, 6.0770, 3.2460, -30.1929, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.108, -0.7845, 0.8238, 10.3951, -0.0728, 0.2526, 0.4575, 20.9091, 5.0909, -25.3061, 3.4814, 5.8508, -27.8990, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.134, -0.8238, 0.3138, 10.2381, -0.0180, 0.0997, 0.4094, 20.9091, 5.0909, -25.3061, 1.7556, 4.5979, -21.7624, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.153, -0.5099, 0.4707, 10.0420, -0.0455, 0.0608, 0.3864, 21.3636, 4.3636, -25.3061, 2.6838, 2.9039, -19.8425, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.172, -0.1177, 1.0983, 9.1790, -0.1758, 0.0470, 0.3923, 21.3636, 4.3636, -25.3061, 6.8235, 0.7293, -26.4786, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.198, 0.0392, 1.4514, 8.6691, -0.3688, 0.2121, 0.5840, 21.3636, 4.3636, -25.3061, 8.6308, 0.7586, -29.7964, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.217, -0.3923, 1.0591, 9.0613, -0.3117, 0.2772, 0.6956, 21.3636, 4.3636, -25.0000, 4.6106, 3.2206, -22.9182, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.237, -0.5492, 0.9414, 9.7282, -0.2471, 0.2523, 0.6996, 22.8182, 4.3636, -25.0000, 7.4414, 2.5491, -27.7988, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.284, -0.9022, 2.1182, 9.8459, -0.1025, 0.1419, 0.9455, 22.8182, 4.3636, -25.0000, 11.9566, 5.0427, -35.7166, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.304, -1.8829, 1.4906, 10.2381, -0.0505, 0.2330, 1.0884, 23.9091, 3.6364, -24.8980, 8.3787, 10.4292, -37.9840, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.324, -1.8829, 0.5099, 10.6696, 0.0469, 0.2465, 0.9858, 23.9091, 3.6364, -24.8980, 2.7363, 9.9968, -22.8077, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.352, -0.5492, 2.4713, 10.7873, 0.0767, 0.1506, 0.7885, 23.9091, 3.6364, -24.8980, 12.9033, 2.8409, -29.0411, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.371, -0.5099, 2.8243, 10.7481, -0.0220, 0.1773, 0.9027, 25.1818, 1.6364, -24.5918, 14.7230, 2.6273, -31.4952, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.392, -1.6475, 1.9221, 11.6503, -0.0150, 0.3986, 1.2449, 25.1818, 1.6364, -24.5918, 9.3684, 7.9431, -28.9530, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.411, -2.8635, 0.3530, 12.8271, 0.0389, 0.4693, 1.3364, 25.1818, 1.6364, -24.5918, 1.5766, 12.5798, -13.0198, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.437, -2.7459, 0.1569, 12.5525, 0.0568, 0.2871, 1.0757, 26.8182, -0.6364, -23.5714, 3.8384, 10.1214, -8.8801, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.457, -1.5298, 1.5298, 11.2973, -0.0319, 0.1022, 0.8057, 26.8182, -0.6364, -23.5714, 11.1490, 5.3189, -21.6009, 4216.4790, 7148.4180, 183.70, 0.37, 19.73, 3
34.478, -0.9022, 2.5497, 10.5912, -0.1300, 0.1552, 0.8413, 26.8182, -0.6364, -23.5714, 15.0378, 4.7380, -27.4950, 4216.4790, 7148.4175, 183.70, 0.37, 19.73, 3
34.503, -1.5691, 2.1967, 10.7873, -0.1510, 0.3228, 1.1495, 27.6364, -1.8182, -23.0612, 8.5009, 8.0137, -14.8098, 4216.4790, 7148.4175, 183.70, 0.37, 19.73, 3
34.524, -2.5105, 1.3729, 11.6503, -0.0606, 0.2973, 1.1652, 27.6364, -1.8182, -23.0612, 4.7322, 11.9255, -7.9155, 4216.4790, 7148.4175, 183.70, 0.37, 19.73, 3
34.545, -2.2751, 1.1376, 11.6895, 0.1294, 0.0945, 0.9838, 27.6364, -1.8182, -23.0612, 6.7217, 9.0685, -11.4902, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.570, -0.4315, 1.8044, 10.0028, 0.0899, -0.0764, 0.7453, 28.2727, -4.2727, -22.8571, 10.2257, 2.4309, -8.8927, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.590, 0.0392, 1.9221, 9.6890, -0.0826, 0.0799, 0.8770, 28.2727, -4.2727, -22.8571, 11.2207, -0.2275, -9.3369, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.610, -0.1569, 1.8437, 9.5321, -0.3212, 0.1993, 1.0643, 28.2727, -4.2727, -22.8571, 10.9467, 0.9259, -9.4185, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.635, -0.7845, 1.2945, 9.1398, -0.4791, 0.2256, 1.1713, 28.5455, -5.9091, -22.4490, 7.5285, 6.7251, -1.1009, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.655, -1.1768, 1.0199, 8.9437, -0.4426, 0.2250, 1.0904, 28.5455, -5.9091, -22.4490, 7.6282, 5.8110, -1.1505, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.674, -0.7061, 1.2553, 8.5514, -0.3493, 0.2466, 0.9446, 28.5455, -5.9091, -22.4490, 10.9050, 1.5481, -5.9765, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.695, 0.0392, 1.9221, 8.3945, -0.3135, 0.3647, 0.9219, 28.5455, -5.9091, -22.4490, 12.2332, -1.2386, -4.2077, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.720, -0.2354, 1.6867, 10.3558, -0.2694, 0.4980, 1.0224, 29.0000, -7.0909, -21.7347, 9.2510, 1.2850, -0.2791, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.740, -0.8630, 1.4122, 11.5326, -0.2818, 0.3894, 1.0075, 29.0000, -7.0909, -21.7347, 6.9811, 4.2479, 3.3057, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.759, -0.7453, 1.4514, 11.5718, -0.2613, 0.1556, 0.8877, 29.0000, -7.0909, -21.7347, 7.1489, 3.6566, 3.0181, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.785, -0.3923, 2.0790, 11.4542, -0.1926, -0.0585, 0.8286, 29.4545, -8.9091, -21.2245, 10.5709, 1.9824, 1.4541, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.804, -0.7061, 1.8829, 10.8658, -0.1987, -0.1805, 0.9491, 29.4545, -8.9091, -21.2245, 8.9306, 6.0419, 3.9715, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.825, -1.5691, 1.8044, 11.2973, -0.2517, -0.1228, 1.1128, 29.4545, -8.9091, -21.2245, 8.5210, 9.7757, 4.8926, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.850, -2.0006, 1.2160, 11.4934, -0.3401, -0.0128, 1.2165, 29.2727, -11.5455, -21.3265, 6.0395, 9.8203, 17.1369, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.870, -2.0398, 1.4514, 11.0619, -0.4085, 0.0570, 1.2500, 29.2727, -11.5455, -21.3265, 7.4748, 10.3610, 14.3214, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.889, -1.6475, 1.8829, 10.3558, -0.4917, 0.0893, 1.2775, 29.2727, -11.5455, -21.3265, 10.3048, 8.8960, 7.5874, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.918, -2.1182, 1.9221, 10.9834, -0.2648, 0.0751, 1.3905, 28.2727, -13.5455, -21.4286, 8.2148, 12.7635, 20.5200, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.937, -2.6282, 1.5298, 11.5326, -0.1167, -0.0330, 1.3751, 28.2727, -13.5455, -21.4286, 7.9125, 12.8610, 21.3765, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.957, -2.5497, 1.9221, 11.4542, 0.1504, -0.2947, 1.2781, 28.2727, -13.5455, -21.4286, 10.2697, 12.1884, 14.7478, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
34.977, -2.5105, 1.9221, 11.1011, 0.2257, -0.3494, 1.3294, 26.6364, -16.5455, -22.0408, 9.7962, 12.9747, 27.3747, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.003, -2.4320, 1.5691, 10.7089, 0.1025, -0.1324, 1.4708, 26.6364, -16.5455, -22.0408, 7.8113, 11.5228, 30.3727, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.022, -2.0006, 1.6083, 10.5912, 0.0163, -0.0510, 1.4759, 26.6364, -16.5455, -22.0408, 9.6734, 8.2856, 22.7278, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.043, -1.1376, 1.8044, 10.0420, -0.1724, 0.0415, 1.4691, 25.0000, -19.8182, -22.2449, 11.1792, 6.4159, 27.3326, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.068, -1.0591, 1.7260, 9.7674, -0.2990, 0.0889, 1.6837, 25.0000, -19.8182, -22.2449, 10.0211, 6.0949, 29.3868, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.088, -1.7260, 1.2945, 9.3752, -0.2320, 0.0269, 1.8089, 25.0000, -19.8182, -22.2449, 7.8614, 10.3355, 39.0077, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.107, -1.9613, 1.5298, 9.6105, -0.1768, 0.0050, 1.8079, 22.4545, -22.8182, -22.6531, 9.0447, 11.6167, 50.6934, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.133, -1.6475, 1.7260, 9.3752, -0.0405, 0.0157, 1.6866, 22.4545, -22.8182, -22.6531, 10.8501, 8.1508, 40.6876, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.153, -1.0591, 1.9221, 9.4536, -0.0107, 0.0964, 1.7011, 22.4545, -22.8182, -22.6531, 11.5393, 4.6678, 34.4547, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.173, -0.8238, 1.7652, 9.3752, -0.0901, 0.1662, 1.8166, 22.4545, -22.8182, -22.6531, 9.4623, 4.2533, 46.4417, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.198, -1.2160, 2.0006, 10.0812, -0.1932, 0.2103, 1.9166, 19.6364, -25.0000, -22.3469, 11.2242, 6.7476, 47.6540, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.218, -1.5691, 1.9613, 9.8067, -0.3407, 0.2663, 2.0128, 19.6364, -25.0000, -22.3469, 11.3099, 8.9166, 51.7345, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.237, -2.1967, 1.5298, 9.9636, -0.3554, 0.3725, 2.0924, 19.6364, -25.0000, -22.3469, 8.7292, 12.2936, 63.1605, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.263, -2.6674, 1.2553, 10.7873, -0.1802, 0.3867, 2.0424, 16.0909, -27.1818, -22.6531, 6.0725, 12.9094, 77.7490, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.283, -2.3536, 1.1376, 11.1011, 0.0397, 0.2175, 1.8876, 16.0909, -27.1818, -22.6531, 5.8304, 10.3233, 72.2021, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.303, -1.8829, 1.3729, 10.9834, 0.2217, 0.0312, 1.7501, 16.0909, -27.1818, -22.6531, 9.2274, 7.5109, 63.4933, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.322, -1.2553, 2.1967, 10.3951, 0.2680, -0.0310, 1.7252, 13.0000, -29.1818, -22.0408, 14.1423, 5.4519, 63.5923, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.349, -1.2160, 2.5497, 10.0812, 0.2483, 0.0886, 1.8769, 13.0000, -29.1818, -22.0408, 14.1935, 6.6699, 66.5651, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.368, -1.7260, 1.4122, 11.2973, 0.2918, 0.2714, 2.0566, 13.0000, -29.1818, -22.0408, 7.1250, 8.6203, 76.1962, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.388, -1.5298, 1.2160, 12.0033, 0.3691, 0.2149, 1.9946, 9.1818, -30.8182, -21.3265, 5.7847, 7.2266, 82.7063, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.414, -0.8630, 1.9221, 11.2188, 0.2547, 0.0386, 1.8848, 9.1818, -30.8182, -21.3265, 11.9097, 3.4615, 73.1179, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.434, -0.7061, 2.4320, 10.5520, 0.0652, 0.0970, 1.9937, 9.1818, -30.8182, -21.3265, 12.0071, 5.0059, 76.4165, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.453, -1.4514, 2.0790, 10.5520, -0.1191, 0.2928, 2.1820, 5.0909, -31.6364, -21.4286, 9.4623, 9.3359, 96.3407, 4216.4790, 7148.4175, 183.70, 0.70, 32.50, 3
35.483, -2.3536, 1.4906, 10.7089, -0.1524, 0.2349, 2.0966, 5.0909, -31.6364, -21.4286, 7.8317, 11.4506, 99.5891, 4216.4795, 7148.4175, 183.70, 0.70, 32.50, 3
35.503, -2.0006, 1.2945, 10.5127, 0.0031, 0.1228, 1.9184, 5.0909, -31.6364, -21.4286, 6.7098, 10.1436, 96.8022, 4216.4795, 7148.4175, 183.70, 0.70, 32.50, 3
35.523, -1.6083, 1.3337, 10.7481, 0.1524, 0.0524, 1.7984, 1.0909, -31.6364, -21.4286, 6.5898, 6.5466, 98.9685, 4216.4795, 7148.4175, 183.70, 0.70, 32.50, 3
35.550, -0.6276, 1.5691, 10.4343, 0.1234, 0.0318, 1.7370, 1.0909, -31.6364, -21.4286, 8.5518, 3.4040, 93.9282, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.569, -0.3923, 1.6475, 10.3558, 0.0067, 0.0562, 1.7785, 1.0909, -31.6364, -21.4286, 9.0395, 2.1423, 91.5787, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.589, -0.9022, 1.6083, 10.5520, -0.0930, 0.0806, 1.8546, -2.8182, -31.5455, -21.3265, 8.6661, 4.8315, 105.3375, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.609, -0.9414, 1.2160, 10.1205, -0.1582, 0.0496, 1.8561, -2.8182, -31.5455, -21.3265, 6.8515, 5.2768, 105.0469, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.635, -0.9022, 1.0983, 9.6890, -0.1587, 0.0574, 1.7990, -2.8182, -31.5455, -21.3265, 5.3631, 6.0314, 105.4087, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.654, -0.8238, 0.8630, 9.5321, -0.1529, 0.1026, 1.6991, -6.0909, -30.3636, -21.9388, 5.0215, 4.2906, 109.8544, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.675, -0.6669, 0.6276, 9.7674, -0.0999, 0.1388, 1.5846, -6.0909, -30.3636, -21.9388, 4.0856, 3.3978, 107.9512, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.700, -0.1569, 0.7845, 9.9636, -0.0218, 0.0913, 1.4560, -6.0909, -30.3636, -21.9388, 4.5022, 0.8994, 104.2898, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.720, -0.2746, 1.0199, 9.9636, 0.0473, 0.0027, 1.3755, -6.0909, -30.3636, -21.9388, 5.8446, 1.5704, 112.7951, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.739, -0.5492, 0.9022, 10.0812, 0.0845, -0.0168, 1.3338, -9.1818, -29.6364, -22.0408, 5.1140, 3.1057, 114.5658, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.766, -0.4707, 0.8238, 10.3558, 0.0805, 0.0411, 1.2853, -9.1818, -29.6364, -22.0408, 4.3323, 3.0269, 113.8772, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.785, -0.5099, 0.4707, 10.5127, 0.0382, 0.0962, 1.2259, -9.1818, -29.6364, -22.0408, 1.8951, 2.7348, 111.8767, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.805, -0.5492, 0.3530, 10.4343, -0.0415, 0.1118, 1.1257, -9.1818, -29.6364, -22.0408, 2.5830, 1.9359, 111.1916, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.830, -0.1177, 0.5492, 10.3558, -0.1173, 0.1413, 0.9934, -9.1818, -29.6364, -22.0408, 4.7104, 0.6416, 110.5797, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.851, -0.2354, 0.8630, 10.8658, -0.0950, 0.1313, 0.9754, -9.1818, -29.6364, -22.0408, 4.5410, 1.2370, 111.3860, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.870, -0.2746, 1.4514, 10.9834, -0.0075, 0.0389, 0.9383, -13.4545, -27.6364, -21.9388, 7.5276, 1.4198, 124.2144, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.896, -1.0591, 0.2746, 10.6696, 0.1264, -0.0148, 1.0241, -13.4545, -27.6364, -21.9388, 1.4742, 5.6670, 123.7314, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.916, -1.1376, -0.4707, 10.8265, 0.1805, 0.0240, 0.9142, -13.4545, -27.6364, -21.9388, -2.4896, 5.9926, 121.0978, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.936, 0.0000, 0.7061, 10.3951, 0.1576, -0.0299, 0.6290, -15.0000, -27.0000, -21.6327, 3.8858, -0.6471, 121.1901, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.956, 0.7453, 2.1575, 9.3359, 0.0299, -0.0431, 0.5707, -15.0000, -27.0000, -21.6327, 13.0122, -6.3074, 121.4589, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
35.982, 0.8630, 2.1575, 9.8067, -0.0648, 0.1348, 1.0027, -15.0000, -27.0000, -21.6327, 8.3151, -1.0901, 124.9746, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.001, -0.3923, 1.0591, 10.3951, -0.0162, 0.1762, 1.3141, -16.4545, -25.9091, -21.5306, 3.7586, 6.2350, 132.3860, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.022, -1.3337, 0.6276, 10.4343, 0.0273, 0.0837, 1.2711, -16.4545, -25.9091, -21.5306, 2.9767, 7.7344, 132.9460, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.049, -0.7453, 0.3530, 9.6105, 0.0487, 0.1651, 1.1356, -16.4545, -25.9091, -21.5306, 2.1038, 4.4315, 129.0488, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.069, -0.4315, 0.2354, 10.0420, 0.0509, 0.3268, 1.0811, -18.0000, -24.0909, -21.6327, 1.3426, 2.4597, 130.6882, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.089, -0.5099, 0.3138, 10.4343, 0.0003, 0.3509, 1.0794, -18.0000, -24.0909, -21.6327, 1.7227, 2.7967, 131.4039, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.127, -0.7845, 0.2746, 10.5912, -0.0217, 0.2512, 0.9531, -18.0000, -24.0909, -21.6327, 1.4851, 4.2350, 0.0000, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.252, -0.2746, 0.8238, 10.1205, -0.0257, 0.2460, 0.8717, -19.3636, -21.4545, -22.3469, 5.0747, 0.4407, 138.6494, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.376, 0.1177, 2.3536, 10.3558, 0.0202, 0.2306, 0.9575, -20.7273, -18.4545, -22.1429, 12.8043, -0.6349, 158.8781, 4216.4795, 7148.4175, 183.70, 0.69, 30.54, 3
36.615, -0.0785, 0.6276, 10.4735, -0.0469, 0.2318, 0.5647, -22.3636, -12.3636, -21.7347, 3.4294, 0.4284, 156.7878, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.699, -0.0785, 1.0983, 9.4144, -0.2547, 0.0672, 0.4090, -22.2727, -11.1818, -21.0204, 6.7662, 0.4822, 164.8855, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.718, -0.2354, 0.9807, 9.5321, -0.2947, 0.1345, 0.3998, -22.2727, -11.1818, -21.0204, 5.6880, 1.3626, 163.3339, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.744, -0.3530, 0.9414, 10.2381, -0.2442, 0.1767, 0.3671, -22.2727, -11.1818, -21.0204, 5.2538, 2.4032, 165.8195, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.764, -0.7061, 0.5492, 10.4735, -0.1613, 0.1393, 0.3395, -21.7273, -9.7273, -20.8163, 1.9306, 6.8305, 162.3223, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.784, -1.5298, 0.0785, 10.5520, -0.1414, 0.1509, 0.2821, -21.7273, -9.7273, -20.8163, 0.2068, 8.8238, 160.8192, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.803, -1.4514, 0.1961, 10.8265, -0.1752, 0.1484, 0.0553, -21.7273, -9.7273, -20.8163, 2.6583, 5.9068, 163.0022, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.829, -0.3138, 1.0983, 11.1404, -0.1520, 0.0180, -0.1124, -20.3636, -9.3636, -20.3061, 5.5339, 1.5783, 165.8291, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
